SECTION,Division,Group,Class,Sub Class,Lowest Code,Full Code,Description,Section Description,Division Description,Group Description,Class Description,Sub Class Description,Broad Industry Group
N,77,77.4,NA,NA,NA,77400,"Leasing of intellectual property and similar products, except copyrighted works",ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Rental and leasing activities,"Leasing of intellectual property and similar products, except copyrighted works",NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,77,77.4,77.40,NA,NA,77400,"Leasing of intellectual property and similar products, except copyrighted works",ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Rental and leasing activities,"Leasing of intellectual property and similar products, except copyrighted works","Leasing of intellectual property and similar products, except copyrighted works",NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,78,NA,NA,NA,NA,78000,Employment activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Employment activities,NA,NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,78,78.1,NA,NA,NA,78100,Activities of employment placement agencies,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Employment activities,Activities of employment placement agencies,NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,78,78.1,78.10,NA,NA,78100,Activities of employment placement agencies,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Employment activities,Activities of employment placement agencies,Activities of employment placement agencies,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,78,78.1,78.10,78.10/1,NA,78101,"Motion picture, television and other theatrical casting",ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Employment activities,Activities of employment placement agencies,Activities of employment placement agencies,"Motion picture, television and other theatrical casting",ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,78,78.1,78.10,78.10/9,NA,78109,"Activities of employment placement agencies (other than motion picture, television and other theatrical casting) n.e.c.",ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Employment activities,Activities of employment placement agencies,Activities of employment placement agencies,"Activities of employment placement agencies (other than motion picture, television and other theatrical casting) n.e.c.",ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,78,78.2,NA,NA,NA,78200,Temporary employment agency activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Employment activities,Temporary employment agency activities,NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,78,78.2,78.20,NA,NA,78200,Temporary employment agency activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Employment activities,Temporary employment agency activities,Temporary employment agency activities,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,78,78.3,NA,NA,NA,78300,Other human resources provision,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Employment activities,Other human resources provision,NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,78,78.3,78.30,NA,NA,78300,Other human resources provision,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Employment activities,Other human resources provision,Other human resources provision,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,79,NA,NA,NA,NA,79000,"Travel agency, tour operator and other reservation service and related activities",ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"Travel agency, tour operator and other reservation service and related activities",NA,NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,79,79.1,NA,NA,NA,79100,Travel agency and tour operator activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"Travel agency, tour operator and other reservation service and related activities",Travel agency and tour operator activities,NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,79,79.1,79.11,NA,NA,79110,Travel agency activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"Travel agency, tour operator and other reservation service and related activities",Travel agency and tour operator activities,Travel agency activities,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,79,79.1,79.12,NA,NA,79120,Tour operator activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"Travel agency, tour operator and other reservation service and related activities",Travel agency and tour operator activities,Tour operator activities,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,79,79.9,NA,NA,NA,79900,Other reservation service and related activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"Travel agency, tour operator and other reservation service and related activities",Other reservation service and related activities,NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,79,79.9,79.90,NA,NA,79900,Other reservation service and related activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"Travel agency, tour operator and other reservation service and related activities",Other reservation service and related activities,Other reservation service and related activities,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,79,79.9,79.90,79.90/1,NA,79901,Activities of tourist guides,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"Travel agency, tour operator and other reservation service and related activities",Other reservation service and related activities,Other reservation service and related activities,Activities of tourist guides,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,79,79.9,79.90,79.90/9,NA,79909,Other reservation service and related activities (not including activities of tourist guides),ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"Travel agency, tour operator and other reservation service and related activities",Other reservation service and related activities,Other reservation service and related activities,Other reservation service and related activities (not including activities of tourist guides),ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,80,NA,NA,NA,NA,80000,Security and investigation activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Security and investigation activities,NA,NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,80,80.1,NA,NA,NA,80100,Private security activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Security and investigation activities,Private security activities,NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,80,80.1,80.10,NA,NA,80100,Private security activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Security and investigation activities,Private security activities,Private security activities,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,80,80.2,NA,NA,NA,80200,Security systems service activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Security and investigation activities,Security systems service activities,NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,80,80.2,80.20,NA,NA,80200,Security systems service activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Security and investigation activities,Security systems service activities,Security systems service activities,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,80,80.3,NA,NA,NA,80300,Investigation activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Security and investigation activities,Investigation activities,NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,80,80.3,80.30,NA,NA,80300,Investigation activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Security and investigation activities,Investigation activities,Investigation activities,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,81,NA,NA,NA,NA,81000,Services to buildings and landscape activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Services to buildings and landscape activities,NA,NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,81,81.1,NA,NA,NA,81100,Combined facilities support activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Services to buildings and landscape activities,Combined facilities support activities,NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,81,81.1,81.10,NA,NA,81100,Combined facilities support activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Services to buildings and landscape activities,Combined facilities support activities,Combined facilities support activities,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,81,81.2,NA,NA,NA,81200,Cleaning activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Services to buildings and landscape activities,Cleaning activities,NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,81,81.2,81.21,NA,NA,81210,General cleaning of buildings,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Services to buildings and landscape activities,Cleaning activities,General cleaning of buildings,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,81,81.2,81.22,NA,NA,81220,Other building and industrial cleaning activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Services to buildings and landscape activities,Cleaning activities,Other building and industrial cleaning activities,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,81,81.2,81.22,81.22/1,NA,81221,Window cleaning services,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Services to buildings and landscape activities,Cleaning activities,Other building and industrial cleaning activities,Window cleaning services,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,81,81.2,81.22,81.22/2,NA,81222,Specialised cleaning services,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Services to buildings and landscape activities,Cleaning activities,Other building and industrial cleaning activities,Specialised cleaning services,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,81,81.2,81.22,81.22/3,NA,81223,Furnace and chimney cleaning services,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Services to buildings and landscape activities,Cleaning activities,Other building and industrial cleaning activities,Furnace and chimney cleaning services,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,81,81.2,81.22,81.22/9,NA,81229,"Building and industrial cleaning activities (other than window cleaning, specialised cleaning and furnace and chimney cleaning services) n.e.c.",ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Services to buildings and landscape activities,Cleaning activities,Other building and industrial cleaning activities,"Building and industrial cleaning activities (other than window cleaning, specialised cleaning and furnace and chimney cleaning services) n.e.c.",ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,81,81.2,81.29,NA,NA,81290,Other cleaning activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Services to buildings and landscape activities,Cleaning activities,Other cleaning activities,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,81,81.2,81.29,81.29/1,NA,81291,Disinfecting and extermination services,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Services to buildings and landscape activities,Cleaning activities,Other cleaning activities,Disinfecting and extermination services,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,81,81.2,81.29,81.29/9,NA,81299,Cleaning services (other than disinfecting and extermination services) n.e.c.,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Services to buildings and landscape activities,Cleaning activities,Other cleaning activities,Cleaning services (other than disinfecting and extermination services) n.e.c.,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,81,81.3,NA,NA,NA,81300,Landscape service activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Services to buildings and landscape activities,Landscape service activities,NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,81,81.3,81.30,NA,NA,81300,Landscape service activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Services to buildings and landscape activities,Landscape service activities,Landscape service activities,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,82,NA,NA,NA,NA,82000,"Office administrative, office support and other business support activities",ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"Office administrative, office support and other business support activities",NA,NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,82,82.1,NA,NA,NA,82100,Office administrative and support activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"Office administrative, office support and other business support activities",Office administrative and support activities,NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,82,82.1,82.11,NA,NA,82110,Combined office administrative service activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"Office administrative, office support and other business support activities",Office administrative and support activities,Combined office administrative service activities,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,82,82.1,82.19,NA,NA,82190,"Photocopying, document preparation and other specialised office support activities",ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"Office administrative, office support and other business support activities",Office administrative and support activities,"Photocopying, document preparation and other specialised office support activities",NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,82,82.2,NA,NA,NA,82200,Activities of call centres,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"Office administrative, office support and other business support activities",Activities of call centres,NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,82,82.2,82.20,NA,NA,82200,Activities of call centres,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"Office administrative, office support and other business support activities",Activities of call centres,Activities of call centres,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,82,82.3,NA,NA,NA,82300,Organisation of conventions and trade shows,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"Office administrative, office support and other business support activities",Organisation of conventions and trade shows,NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,82,82.3,82.30,NA,NA,82300,Organisation of conventions and trade shows,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"Office administrative, office support and other business support activities",Organisation of conventions and trade shows,Organisation of conventions and trade shows,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,82,82.3,82.30,82.30/1,NA,82301,Activities of exhibition and fair organizers,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"Office administrative, office support and other business support activities",Organisation of conventions and trade shows,Organisation of conventions and trade shows,Activities of exhibition and fair organizers,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,82,82.3,82.30,82.30/2,NA,82302,Activities of conference organizers,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"Office administrative, office support and other business support activities",Organisation of conventions and trade shows,Organisation of conventions and trade shows,Activities of conference organizers,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,82,82.9,NA,NA,NA,82900,Business support service activities n.e.c.,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"Office administrative, office support and other business support activities",Business support service activities n.e.c.,NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,82,82.9,82.91,NA,NA,82910,Activities of collection agencies and credit bureaus,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"Office administrative, office support and other business support activities",Business support service activities n.e.c.,Activities of collection agencies and credit bureaus,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,82,82.9,82.91,82.91/1,NA,82911,Activities of collection agencies,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"Office administrative, office support and other business support activities",Business support service activities n.e.c.,Activities of collection agencies and credit bureaus,Activities of collection agencies,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
